meter_distribution,compromised_fraction,trial,J0,J1,L0,L1,percent_delta_J,perceived_load_drop_percent
paper,0.6,4,6.648264583593749,22.459333626883502,-7739.007376347,-6499.894170864157,237.8225000597526,-123911320548284.3
paper,0.6,5,6.649728229598301,22.543147783823795,-7738.683978250865,-6486.215707128697,239.0085580262216,-125246827112216.75
paper,0.6,6,6.650112847228307,22.319490068017647,-7738.851910526511,-6483.497988825647,235.62573419066356,-125535392170086.47
paper,0.6,7,6.655058235215324,22.481042506557745,-7738.6429089875,-6496.736458469444,237.80384351257854,-124190645051805.56
paper,0.6,8,6.654169506321001,22.20587604564972,-7738.701510244448,-6504.269716002262,233.713711749538,-123443179424218.66
paper,0.6,9,6.6533707108694005,22.292763545364302,-7738.857386550771,-6515.30031614881,235.05969401262013,-122355707040196.0
paper,0.7,0,6.653086012238079,22.789147187972958,-7738.775686000869,-6428.423310378653,242.53498520916844,-131035237562221.66
paper,0.7,1,6.648728092110945,22.727044719388346,-7738.929080662252,-6444.2306031816015,241.82544998877523,-129469847748065.03
paper,0.7,2,6.651755574580602,22.47431238724022,-7738.952355667328,-6443.538343267171,237.8703882795219,-129541401240015.77
paper,0.7,3,6.652831544350057,22.66131432695352,-7738.999850619799,-6459.841632353031,240.62660651912532,-127915821826676.78
paper,0.7,4,6.6528764026435745,22.624409836190807,-7738.886146576528,-6444.095157304849,240.06959496798729,-129479098927167.88
paper,0.7,5,6.6478568447531,22.688243964465787,-7738.752127235325,-6467.802604091657,241.28659046520764,-127094952314366.84
paper,0.7,6,6.649362446893083,22.321518587334776,-7739.101913035914,-6470.802507306782,235.69411752798212,-126829940572913.16
paper,0.7,7,6.646770369810984,22.569735160755293,-7738.810321242487,-6444.613924427651,239.55942367536784,-129419639681483.56
paper,0.7,8,6.645592054535287,22.417766426176883,-7738.971317213156,-6457.501321216237,237.33287030277262,-128146999599691.92
paper,0.7,9,6.647588303334007,22.618601815494774,-7738.829440599475,-6448.044100868578,240.2527470624305,-129078533973089.62
paper,0.8,0,6.6480600260360765,22.904125082544184,-7738.918620648792,-6405.724299211454,244.52343981317551,-133319432143733.77
paper,0.8,1,6.653846225771393,22.762365953519517,-7739.078002791919,-6397.0861670160875,242.09335745327704,-134199183577583.16
paper,0.8,2,6.650165000414712,22.899565436755413,-7738.605677769265,-6393.030322498233,244.3458235296022,-134557535527103.2
paper,0.8,3,6.648371442774566,22.646982972370353,-7738.77765938702,-6418.219470690872,240.63955612743385,-132055818869614.8
paper,0.8,4,6.649319669686504,22.694149636371954,-7738.872751023908,-6419.125920586312,241.30032490138822,-131974683043759.6
paper,0.8,5,6.65060040686763,22.995416391006707,-7738.803776759474,-6400.555819660385,245.76451724961368,-133824795709908.89
paper,0.8,6,6.650335086636534,22.764452293865244,-7738.704913417882,-6397.312627524054,242.30534247227786,-134139228589382.84
paper,0.8,7,6.652974966913013,22.7478752126324,-7738.963771363873,-6416.444730502648,241.92034880280687,-132251904086122.52
paper,0.8,8,6.651953104876675,22.59287244513579,-7739.061006835995,-6421.202013150562,239.64268973232117,-131785899368543.22
paper,0.8,9,6.653312441835567,22.650626507563345,-7738.712955785643,-6433.25562639151,240.44134715721114,-130545732939413.28
paper,0.9,0,6.647822465252357,22.94808463978776,-7739.086961861576,-6375.7808817297455,245.1970139054643,-136330608013183.06
paper,0.9,1,6.6491529963034335,23.146624559056505,-7738.780075007234,-6370.082679911298,248.11388115034748,-136869739509593.53
paper,0.9,2,6.653307536599637,22.962898608021263,-7738.770611879571,-6366.452899334723,245.13508479358688,-137231771254484.81
paper,0.9,3,6.647101010433122,23.014830616669187,-7738.8855610557575,-6362.986024507989,246.23861711362122,-137589953654776.86
paper,0.9,4,6.649251866402186,23.04380960026794,-7738.70587678452,-6376.124005669271,246.56244135833307,-136258187111524.88
paper,0.9,5,6.655338830230578,23.049127126031713,-7739.041996022792,-6355.781968065001,246.3253744698249,-138326002795779.08
paper,0.9,6,6.651704721457309,22.92391387966241,-7738.602489211068,-6364.8020688651995,244.63216332669765,-137380042034586.84
paper,0.9,7,6.650993736437857,22.94622006367861,-7738.692897172408,-6371.040261528952,245.00438540434044,-136765263564345.61
paper,0.9,8,6.64954780317429,22.82653983620351,-7738.7498976840125,-6376.116858214388,243.2795809860457,-136263303946962.42
paper,0.9,9,6.65516497431045,22.984960453504318,-7739.05623996787,-6362.584285167183,245.37025817133588,-137647195480068.67
paper,1,0,6.650144657331005,23.17780596382761,-7739.019414730377,-6324.708284799685,248.53085396085027,-141431112993069.2
paper,1,1,6.651953282240939,23.18094475984983,-7738.738428005037,-6324.45785962017,248.48327666006296,-141428056838486.72
paper,1,2,6.652408846023449,23.182244709821106,-7739.116580528048,-6324.781516841358,248.4789532092356,-141433506368668.97
paper,1,3,6.6453483615984394,23.16969786450301,-7738.702154716017,-6324.426787867973,248.6603952682758,-141427536684804.34
paper,1,4,6.646135885696682,23.171146862549136,-7738.708495118384,-6324.4248449081915,248.64088338031652,-141428365021019.25
paper,1,5,6.6506445372660385,23.178489605564565,-7738.438599753947,-6324.203853573275,248.51493679577752,-141423474618067.12
paper,1,6,6.650282699096891,23.179992020666674,-7738.801989494705,-6324.500824102238,248.556491046832,-141430116539246.7
paper,1,7,6.647066958792409,23.171825665681634,-7738.702013681019,-6324.446790282849,248.60226035531508,-141425522339816.94
paper,1,8,6.651065347109976,23.18019629497348,-7738.841989123606,-6324.541108615696,248.51854680762906,-141430088050790.97
paper,1,9,6.649785283569951,23.178623121952775,-7738.535596285064,-6324.302253222128,248.56197807200903,-141423334306293.6
paper,0.1,0,6.240948918349223,11.059339471356948,-7734.710533123118,-7471.513069639313,77.20605657964951,-26319746348380.52
paper,0.1,1,6.2399734559618,10.819655788100079,-7734.735762498541,-7489.308015231949,73.3926572678407,-24542774726659.17
paper,0.1,2,6.241556379843415,10.76605062474103,-7734.769758512173,-7480.704872689451,72.48984018648125,-25406488582272.23
paper,0.1,3,6.24090546668322,10.657052233047633,-7734.755352849441,-7503.944487571855,70.76131484349195,-23081086527758.633
paper,0.1,4,6.240907208470163,10.68093375664409,-7734.6845791996775,-7493.491653351349,71.14392827613139,-24119292584832.875
paper,0.1,5,6.238851705636083,10.726954717672808,-7734.790625662456,-7494.028198581786,71.93796589173999,-24076242708067.0
paper,0.1,6,6.240018181571111,10.763851729234196,-7734.8453171679585,-7489.218908870855,72.4971212587729,-24562640829710.38
paper,0.1,7,6.240495289610515,11.085427965361927,-7734.758611805193,-7473.012225689332,77.63698954820933,-26174638611586.125
paper,0.1,8,6.238776577174039,10.584347795215141,-7734.825797287562,-7503.9380045704,69.65422089228755,-23088779271716.156
