topology,meter_distribution,compromised_fraction,trial_id,true_load,perceived_load_baseline,J_baseline,perceived_load_attack,J_attack,delta_J,perceived_load_drop_percent,success_flag
ACTIVSg500_real,uniform,0.4,73,7750.66,7750.66,0.0,6200.528,2482896.631856047,2482896.631856047,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,74,7750.66,7750.66,0.0,6200.528,2484900.9369774424,2484900.9369774424,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,75,7750.66,7750.66,0.0,6200.528,2477601.3526770715,2477601.3526770715,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,76,7750.66,7750.66,0.0,6200.528,2487740.8150522886,2487740.8150522886,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,77,7750.66,7750.66,0.0,6200.528000000002,2486447.613874657,2486447.613874657,19.99999999999997,0
ACTIVSg500_real,uniform,0.4,78,7750.66,7750.66,0.0,6200.528,2497115.255645329,2497115.255645329,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,79,7750.66,7750.66,0.0,6200.528,2505080.8091599867,2505080.8091599867,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,80,7750.66,7750.66,0.0,6200.528,2500957.439800292,2500957.439800292,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,81,7750.66,7750.66,0.0,6200.528,2496320.616541141,2496320.616541141,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,82,7750.66,7750.66,0.0,6200.528,2491713.171686696,2491713.171686696,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,83,7750.66,7750.66,0.0,6200.528,2490608.1257732995,2490608.1257732995,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,84,7750.66,7750.66,0.0,6200.528000000001,2498941.529875071,2498941.529875071,19.999999999999982,0
ACTIVSg500_real,uniform,0.4,85,7750.66,7750.66,0.0,6200.528,2492342.651118073,2492342.651118073,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,86,7750.66,7750.66,0.0,6200.528,2494733.110886983,2494733.110886983,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,87,7750.66,7750.66,0.0,6200.528,2506564.979258176,2506564.979258176,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,88,7750.66,7750.66,0.0,6200.528,2474513.829631624,2474513.829631624,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,89,7750.66,7750.66,0.0,6200.528,2512802.141200487,2512802.141200487,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,90,7750.66,7750.66,0.0,6200.528,2486332.239546497,2486332.239546497,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,91,7750.66,7750.66,0.0,6200.528,2497477.799017273,2497477.799017273,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,92,7750.66,7750.66,0.0,6200.528,2478636.9355729935,2478636.9355729935,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,93,7750.66,7750.66,0.0,6200.528,2464991.9394315076,2464991.9394315076,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,94,7750.66,7750.66,0.0,6200.528,2471480.525306249,2471480.525306249,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,95,7750.66,7750.66,0.0,6200.528,2505717.693294395,2505717.693294395,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,96,7750.66,7750.66,0.0,6200.528,2503309.1324503026,2503309.1324503026,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,97,7750.66,7750.66,0.0,6200.528,2463535.568380162,2463535.568380162,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,98,7750.66,7750.66,0.0,6200.528,2499478.6003142484,2499478.6003142484,19.999999999999993,0
ACTIVSg500_real,uniform,0.4,99,7750.66,7750.66,0.0,6200.527999999999,2493702.5275733946,2493702.5275733946,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,0,7750.66,7750.66,0.0,6200.528,2475078.006341851,2475078.006341851,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,1,7750.66,7750.66,0.0,6200.528,2479448.226972707,2479448.226972707,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,2,7750.66,7750.66,0.0,6200.528,2454925.9625567794,2454925.9625567794,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,3,7750.66,7750.66,0.0,6200.528,2479635.3876059568,2479635.3876059568,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,4,7750.66,7750.66,0.0,6200.528,2468421.783349373,2468421.783349373,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,5,7750.66,7750.66,0.0,6200.528,2456989.0530367177,2456989.0530367177,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,6,7750.66,7750.66,0.0,6200.527999999999,2482519.860906382,2482519.860906382,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,7,7750.66,7750.66,0.0,6200.528,2493529.509457015,2493529.509457015,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,8,7750.66,7750.66,0.0,6200.528,2459235.510162226,2459235.510162226,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,9,7750.66,7750.66,0.0,6200.528,2471684.9956773636,2471684.9956773636,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,10,7750.66,7750.66,0.0,6200.528,2465161.6330353008,2465161.6330353008,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,11,7750.66,7750.66,0.0,6200.528,2477854.6459872574,2477854.6459872574,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,12,7750.66,7750.66,0.0,6200.528,2490002.9215315143,2490002.9215315143,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,13,7750.66,7750.66,0.0,6200.528,2471925.444094352,2471925.444094352,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,14,7750.66,7750.66,0.0,6200.528,2485984.0747963865,2485984.0747963865,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,15,7750.66,7750.66,0.0,6200.528,2469644.7250446347,2469644.7250446347,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,16,7750.66,7750.66,0.0,6200.528,2475422.678455645,2475422.678455645,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,17,7750.66,7750.66,0.0,6200.528,2487097.658479358,2487097.658479358,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,18,7750.66,7750.66,0.0,6200.528,2467985.1756995744,2467985.1756995744,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,19,7750.66,7750.66,0.0,6200.528,2478422.0703173415,2478422.0703173415,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,20,7750.66,7750.66,0.0,6200.527999999999,2454711.2200147808,2454711.2200147808,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,21,7750.66,7750.66,0.0,6200.528,2476535.663785815,2476535.663785815,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,22,7750.66,7750.66,0.0,6200.528,2467711.4062246797,2467711.4062246797,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,23,7750.66,7750.66,0.0,6200.528,2458375.6436875276,2458375.6436875276,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,24,7750.66,7750.66,0.0,6200.528,2476304.636444406,2476304.636444406,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,25,7750.66,7750.66,0.0,6200.528,2474800.3978189253,2474800.3978189253,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,26,7750.66,7750.66,0.0,6200.528,2474303.2554349927,2474303.2554349927,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,27,7750.66,7750.66,0.0,6200.528,2470177.9442529404,2470177.9442529404,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,28,7750.66,7750.66,0.0,6200.528,2468378.2404072126,2468378.2404072126,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,29,7750.66,7750.66,0.0,6200.528,2471475.0225150795,2471475.0225150795,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,30,7750.66,7750.66,0.0,6200.528,2475787.4673744384,2475787.4673744384,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,31,7750.66,7750.66,0.0,6200.528000000001,2480562.3971508197,2480562.3971508197,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,32,7750.66,7750.66,0.0,6200.528,2455363.663711572,2455363.663711572,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,33,7750.66,7750.66,0.0,6200.528,2479940.5275129466,2479940.5275129466,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,34,7750.66,7750.66,0.0,6200.527999999999,2477374.983835887,2477374.983835887,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,35,7750.66,7750.66,0.0,6200.528,2478929.7879485316,2478929.7879485316,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,36,7750.66,7750.66,0.0,6200.528,2465802.5752235227,2465802.5752235227,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,37,7750.66,7750.66,0.0,6200.528,2480484.1783789857,2480484.1783789857,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,38,7750.66,7750.66,0.0,6200.528,2466149.4359367746,2466149.4359367746,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,39,7750.66,7750.66,0.0,6200.528,2467315.9106896576,2467315.9106896576,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,40,7750.66,7750.66,0.0,6200.528,2456328.9835860017,2456328.9835860017,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,41,7750.66,7750.66,0.0,6200.528,2443819.4978148974,2443819.4978148974,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,42,7750.66,7750.66,0.0,6200.528,2462951.9884408843,2462951.9884408843,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,43,7750.66,7750.66,0.0,6200.528,2470766.23376242,2470766.23376242,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,44,7750.66,7750.66,0.0,6200.528,2476728.534269356,2476728.534269356,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,45,7750.66,7750.66,0.0,6200.528,2485185.9736090065,2485185.9736090065,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,46,7750.66,7750.66,0.0,6200.528000000001,2480651.418084771,2480651.418084771,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,47,7750.66,7750.66,0.0,6200.528,2462429.452908912,2462429.452908912,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,48,7750.66,7750.66,0.0,6200.528,2465764.432067125,2465764.432067125,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,49,7750.66,7750.66,0.0,6200.528,2476746.334964998,2476746.334964998,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,50,7750.66,7750.66,0.0,6200.528,2482620.585104484,2482620.585104484,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,51,7750.66,7750.66,0.0,6200.528,2450859.1208001953,2450859.1208001953,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,52,7750.66,7750.66,0.0,6200.528000000001,2480269.2538415594,2480269.2538415594,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,53,7750.66,7750.66,0.0,6200.528,2458827.4812721233,2458827.4812721233,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,54,7750.66,7750.66,0.0,6200.528,2483761.268020703,2483761.268020703,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,55,7750.66,7750.66,0.0,6200.528000000001,2472742.423081672,2472742.423081672,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,56,7750.66,7750.66,0.0,6200.528,2471122.7718346613,2471122.7718346613,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,57,7750.66,7750.66,0.0,6200.527999999999,2473795.7022573194,2473795.7022573194,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,58,7750.66,7750.66,0.0,6200.527999999999,2474163.877010158,2474163.877010158,20.000000000000007,1
ACTIVSg500_real,uniform,0.6,59,7750.66,7750.66,0.0,6200.528,2473557.282736675,2473557.282736675,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,60,7750.66,7750.66,0.0,6200.528,2466178.081664659,2466178.081664659,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,61,7750.66,7750.66,0.0,6200.528,2472284.9988521645,2472284.9988521645,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,62,7750.66,7750.66,0.0,6200.528,2465398.937419961,2465398.937419961,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,63,7750.66,7750.66,0.0,6200.528,2476340.822122913,2476340.822122913,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,64,7750.66,7750.66,0.0,6200.528,2477046.648707672,2477046.648707672,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,65,7750.66,7750.66,0.0,6200.528,2478387.1320494018,2478387.1320494018,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,66,7750.66,7750.66,0.0,6200.528,2458557.349197771,2458557.349197771,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,67,7750.66,7750.66,0.0,6200.528,2454419.7269523623,2454419.7269523623,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,68,7750.66,7750.66,0.0,6200.528,2465938.6672557234,2465938.6672557234,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,69,7750.66,7750.66,0.0,6200.528,2477932.580397737,2477932.580397737,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,70,7750.66,7750.66,0.0,6200.528,2471852.113292968,2471852.113292968,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,71,7750.66,7750.66,0.0,6200.528,2455956.325714036,2455956.325714036,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,72,7750.66,7750.66,0.0,6200.528,2463363.500795004,2463363.500795004,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,73,7750.66,7750.66,0.0,6200.528,2476552.3078087815,2476552.3078087815,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,74,7750.66,7750.66,0.0,6200.528000000001,2495756.358124956,2495756.358124956,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,75,7750.66,7750.66,0.0,6200.528,2468952.17462224,2468952.17462224,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,76,7750.66,7750.66,0.0,6200.528,2491184.129456251,2491184.129456251,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,77,7750.66,7750.66,0.0,6200.528,2482929.92415852,2482929.92415852,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,78,7750.66,7750.66,0.0,6200.528,2470171.7195780734,2470171.7195780734,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,79,7750.66,7750.66,0.0,6200.528000000001,2474271.9700584197,2474271.9700584197,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,80,7750.66,7750.66,0.0,6200.528,2478617.7689305223,2478617.7689305223,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,81,7750.66,7750.66,0.0,6200.528,2457509.49567967,2457509.49567967,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,82,7750.66,7750.66,0.0,6200.528,2465099.0381504386,2465099.0381504386,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,83,7750.66,7750.66,0.0,6200.528,2481543.5730608534,2481543.5730608534,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,84,7750.66,7750.66,0.0,6200.528,2469004.9717863537,2469004.9717863537,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,85,7750.66,7750.66,0.0,6200.528,2469762.748525643,2469762.748525643,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,86,7750.66,7750.66,0.0,6200.528,2484159.80840888,2484159.80840888,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,87,7750.66,7750.66,0.0,6200.528,2464068.4820236987,2464068.4820236987,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,88,7750.66,7750.66,0.0,6200.528,2487669.732498732,2487669.732498732,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,89,7750.66,7750.66,0.0,6200.528000000001,2474397.352520892,2474397.352520892,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,90,7750.66,7750.66,0.0,6200.528,2456360.211355188,2456360.211355188,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,91,7750.66,7750.66,0.0,6200.528,2463494.258696608,2463494.258696608,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,92,7750.66,7750.66,0.0,6200.528,2480165.478131185,2480165.478131185,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,93,7750.66,7750.66,0.0,6200.528,2461630.646165309,2461630.646165309,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,94,7750.66,7750.66,0.0,6200.528,2488816.704342029,2488816.704342029,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,95,7750.66,7750.66,0.0,6200.528,2462258.5114383884,2462258.5114383884,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,96,7750.66,7750.66,0.0,6200.528,2482026.5290852482,2482026.5290852482,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,97,7750.66,7750.66,0.0,6200.528000000001,2471327.01490435,2471327.01490435,19.999999999999982,0
ACTIVSg500_real,uniform,0.6,98,7750.66,7750.66,0.0,6200.528,2482358.834018277,2482358.834018277,19.999999999999993,0
ACTIVSg500_real,uniform,0.6,99,7750.66,7750.66,0.0,6200.528,2464098.451405855,2464098.451405855,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,0,7750.66,7750.66,0.0,6200.528,2467147.4817802603,2467147.4817802603,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,1,7750.66,7750.66,0.0,6200.528,2472961.3910928937,2472961.3910928937,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,2,7750.66,7750.66,0.0,6200.528000000001,2465152.183486032,2465152.183486032,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,3,7750.66,7750.66,0.0,6200.528,2455060.1646363693,2455060.1646363693,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,4,7750.66,7750.66,0.0,6200.528,2462584.7339153076,2462584.7339153076,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,5,7750.66,7750.66,0.0,6200.528,2459977.7692055986,2459977.7692055986,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,6,7750.66,7750.66,0.0,6200.528,2462434.593586251,2462434.593586251,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,7,7750.66,7750.66,0.0,6200.528,2469575.019640134,2469575.019640134,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,8,7750.66,7750.66,0.0,6200.528,2462818.579478071,2462818.579478071,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,9,7750.66,7750.66,0.0,6200.528,2473476.7156659868,2473476.7156659868,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,10,7750.66,7750.66,0.0,6200.528,2457439.6613668627,2457439.6613668627,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,11,7750.66,7750.66,0.0,6200.528,2460230.308628888,2460230.308628888,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,12,7750.66,7750.66,0.0,6200.528000000001,2464986.6167091,2464986.6167091,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,13,7750.66,7750.66,0.0,6200.528,2460130.261670501,2460130.261670501,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,14,7750.66,7750.66,0.0,6200.528,2475769.905673241,2475769.905673241,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,15,7750.66,7750.66,0.0,6200.528,2468935.227068679,2468935.227068679,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,16,7750.66,7750.66,0.0,6200.528,2470242.2980332435,2470242.2980332435,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,17,7750.66,7750.66,0.0,6200.528,2465283.1722126235,2465283.1722126235,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,18,7750.66,7750.66,0.0,6200.528,2456512.9251131024,2456512.9251131024,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,19,7750.66,7750.66,0.0,6200.528,2462848.0312470966,2462848.0312470966,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,20,7750.66,7750.66,0.0,6200.528,2464581.9945003465,2464581.9945003465,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,21,7750.66,7750.66,0.0,6200.528,2468870.8591558267,2468870.8591558267,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,22,7750.66,7750.66,0.0,6200.528,2469816.9220010736,2469816.9220010736,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,23,7750.66,7750.66,0.0,6200.528,2471077.5922741266,2471077.5922741266,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,24,7750.66,7750.66,0.0,6200.528,2461080.539339266,2461080.539339266,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,25,7750.66,7750.66,0.0,6200.528,2455783.351093231,2455783.351093231,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,26,7750.66,7750.66,0.0,6200.528000000001,2458093.177785884,2458093.177785884,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,27,7750.66,7750.66,0.0,6200.528,2458985.336055063,2458985.336055063,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,28,7750.66,7750.66,0.0,6200.528,2471034.4297648314,2471034.4297648314,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,29,7750.66,7750.66,0.0,6200.528,2468229.587531335,2468229.587531335,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,30,7750.66,7750.66,0.0,6200.528000000001,2462768.0032156333,2462768.0032156333,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,31,7750.66,7750.66,0.0,6200.527999999999,2477037.858164648,2477037.858164648,20.000000000000007,1
ACTIVSg500_real,uniform,0.8,32,7750.66,7750.66,0.0,6200.528,2466575.148276736,2466575.148276736,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,33,7750.66,7750.66,0.0,6200.528000000001,2464990.7069696034,2464990.7069696034,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,34,7750.66,7750.66,0.0,6200.528,2470255.179198831,2470255.179198831,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,35,7750.66,7750.66,0.0,6200.528,2463330.2230077973,2463330.2230077973,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,36,7750.66,7750.66,0.0,6200.528,2461686.77631069,2461686.77631069,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,37,7750.66,7750.66,0.0,6200.527999999999,2466522.996831721,2466522.996831721,20.000000000000007,1
ACTIVSg500_real,uniform,0.8,38,7750.66,7750.66,0.0,6200.528,2465306.1794023905,2465306.1794023905,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,39,7750.66,7750.66,0.0,6200.528000000001,2461684.33730732,2461684.33730732,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,40,7750.66,7750.66,0.0,6200.528,2469750.026640408,2469750.026640408,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,41,7750.66,7750.66,0.0,6200.528,2469960.2293878947,2469960.2293878947,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,42,7750.66,7750.66,0.0,6200.528,2454101.253572343,2454101.253572343,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,43,7750.66,7750.66,0.0,6200.528000000001,2464689.1881772247,2464689.1881772247,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,44,7750.66,7750.66,0.0,6200.528,2469279.8256862652,2469279.8256862652,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,45,7750.66,7750.66,0.0,6200.528,2460710.5974874347,2460710.5974874347,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,46,7750.66,7750.66,0.0,6200.528,2453021.482704864,2453021.482704864,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,47,7750.66,7750.66,0.0,6200.528,2466188.1342363753,2466188.1342363753,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,48,7750.66,7750.66,0.0,6200.528,2469250.5237882105,2469250.5237882105,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,49,7750.66,7750.66,0.0,6200.528,2462379.2420746037,2462379.2420746037,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,50,7750.66,7750.66,0.0,6200.528,2464178.9150416288,2464178.9150416288,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,51,7750.66,7750.66,0.0,6200.528,2470071.0232350463,2470071.0232350463,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,52,7750.66,7750.66,0.0,6200.528,2459345.852419268,2459345.852419268,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,53,7750.66,7750.66,0.0,6200.528,2475516.6378441453,2475516.6378441453,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,54,7750.66,7750.66,0.0,6200.528,2464247.8676372617,2464247.8676372617,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,55,7750.66,7750.66,0.0,6200.528,2458210.211029131,2458210.211029131,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,56,7750.66,7750.66,0.0,6200.528,2467619.3118547834,2467619.3118547834,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,57,7750.66,7750.66,0.0,6200.528,2468855.6451801416,2468855.6451801416,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,58,7750.66,7750.66,0.0,6200.528,2461987.5477489987,2461987.5477489987,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,59,7750.66,7750.66,0.0,6200.528,2452546.5015685703,2452546.5015685703,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,60,7750.66,7750.66,0.0,6200.528,2462553.106037414,2462553.106037414,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,61,7750.66,7750.66,0.0,6200.528,2461310.827274265,2461310.827274265,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,62,7750.66,7750.66,0.0,6200.528,2464020.189150029,2464020.189150029,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,63,7750.66,7750.66,0.0,6200.528,2472444.190797349,2472444.190797349,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,64,7750.66,7750.66,0.0,6200.528000000001,2460341.1916051027,2460341.1916051027,19.999999999999982,0
ACTIVSg500_real,uniform,0.8,65,7750.66,7750.66,0.0,6200.528,2459657.717135289,2459657.717135289,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,66,7750.66,7750.66,0.0,6200.528,2466722.121767678,2466722.121767678,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,67,7750.66,7750.66,0.0,6200.528,2469472.989544313,2469472.989544313,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,68,7750.66,7750.66,0.0,6200.528,2474081.175155834,2474081.175155834,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,69,7750.66,7750.66,0.0,6200.528,2467109.147021113,2467109.147021113,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,70,7750.66,7750.66,0.0,6200.528,2467948.6047607576,2467948.6047607576,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,71,7750.66,7750.66,0.0,6200.528,2461638.613637059,2461638.613637059,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,72,7750.66,7750.66,0.0,6200.528,2464987.461880536,2464987.461880536,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,73,7750.66,7750.66,0.0,6200.527999999999,2469702.3882231833,2469702.3882231833,20.000000000000007,1
ACTIVSg500_real,uniform,0.8,74,7750.66,7750.66,0.0,6200.528,2460388.692139204,2460388.692139204,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,75,7750.66,7750.66,0.0,6200.528,2461758.5096283904,2461758.5096283904,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,76,7750.66,7750.66,0.0,6200.528,2465024.82880832,2465024.82880832,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,77,7750.66,7750.66,0.0,6200.528,2471213.361737184,2471213.361737184,19.999999999999993,0
ACTIVSg500_real,uniform,0.8,78,7750.66,7750.66,0.0,6200.528,2472423.486138127,2472423.486138127,19.999999999999993,0
