topology,meter_distribution,compromised_fraction,trial_id,true_load,perceived_load_baseline,J_baseline,perceived_load_attack,J_attack,delta_J,perceived_load_drop_percent,success_flag
ACTIVSg500_real,paper,0.4,17,7750.66,7750.66,0.0,6200.528,2495408.0610757014,2495408.0610757014,19.999999999999993,0
ACTIVSg500_real,paper,0.4,18,7750.66,7750.66,0.0,6200.528,2505395.418711366,2505395.418711366,19.999999999999993,0
ACTIVSg500_real,paper,0.4,19,7750.66,7750.66,0.0,6200.528,2489375.4433842627,2489375.4433842627,19.999999999999993,0
ACTIVSg500_real,paper,0.4,20,7750.66,7750.66,0.0,6200.528,2485244.6344801392,2485244.6344801392,19.999999999999993,0
ACTIVSg500_real,paper,0.4,21,7750.66,7750.66,0.0,6200.528,2501781.7647119653,2501781.7647119653,19.999999999999993,0
ACTIVSg500_real,paper,0.4,22,7750.66,7750.66,0.0,6200.528,2494193.75238958,2494193.75238958,19.999999999999993,0
ACTIVSg500_real,paper,0.4,23,7750.66,7750.66,0.0,6200.528,2515344.094719733,2515344.094719733,19.999999999999993,0
ACTIVSg500_real,paper,0.4,24,7750.66,7750.66,0.0,6200.528000000001,2484774.642371173,2484774.642371173,19.999999999999982,0
ACTIVSg500_real,paper,0.4,25,7750.66,7750.66,0.0,6200.528000000001,2493089.936782225,2493089.936782225,19.999999999999982,0
ACTIVSg500_real,paper,0.4,26,7750.66,7750.66,0.0,6200.528,2508930.096425165,2508930.096425165,19.999999999999993,0
ACTIVSg500_real,paper,0.4,27,7750.66,7750.66,0.0,6200.528000000001,2482243.2351572225,2482243.2351572225,19.999999999999982,0
ACTIVSg500_real,paper,0.4,28,7750.66,7750.66,0.0,6200.528,2511352.0317338556,2511352.0317338556,19.999999999999993,0
ACTIVSg500_real,paper,0.4,29,7750.66,7750.66,0.0,6200.528,2472192.801020505,2472192.801020505,19.999999999999993,0
ACTIVSg500_real,paper,0.4,30,7750.66,7750.66,0.0,6200.528,2482779.021982733,2482779.021982733,19.999999999999993,0
ACTIVSg500_real,paper,0.4,31,7750.66,7750.66,0.0,6200.528000000001,2480169.421503619,2480169.421503619,19.999999999999982,0
ACTIVSg500_real,paper,0.4,32,7750.66,7750.66,0.0,6200.528,2490725.8148246706,2490725.8148246706,19.999999999999993,0
ACTIVSg500_real,paper,0.4,33,7750.66,7750.66,0.0,6200.527999999999,2459818.019597185,2459818.019597185,20.000000000000007,1
ACTIVSg500_real,paper,0.4,34,7750.66,7750.66,0.0,6200.528,2507651.145720413,2507651.145720413,19.999999999999993,0
ACTIVSg500_real,paper,0.4,35,7750.66,7750.66,0.0,6200.528,2493072.0579541987,2493072.0579541987,19.999999999999993,0
ACTIVSg500_real,paper,0.4,36,7750.66,7750.66,0.0,6200.528,2485209.038897753,2485209.038897753,19.999999999999993,0
ACTIVSg500_real,paper,0.4,37,7750.66,7750.66,0.0,6200.528000000001,2479757.456132583,2479757.456132583,19.999999999999982,0
ACTIVSg500_real,paper,0.4,38,7750.66,7750.66,0.0,6200.528,2472104.6630017287,2472104.6630017287,19.999999999999993,0
ACTIVSg500_real,paper,0.4,39,7750.66,7750.66,0.0,6200.528,2508146.4016927094,2508146.4016927094,19.999999999999993,0
ACTIVSg500_real,paper,0.4,40,7750.66,7750.66,0.0,6200.528,2492153.0271750283,2492153.0271750283,19.999999999999993,0
ACTIVSg500_real,paper,0.4,41,7750.66,7750.66,0.0,6200.528,2502190.098734705,2502190.098734705,19.999999999999993,0
ACTIVSg500_real,paper,0.4,42,7750.66,7750.66,0.0,6200.528,2498742.864015755,2498742.864015755,19.999999999999993,0
ACTIVSg500_real,paper,0.4,43,7750.66,7750.66,0.0,6200.528,2478384.3337378893,2478384.3337378893,19.999999999999993,0
ACTIVSg500_real,paper,0.4,44,7750.66,7750.66,0.0,6200.528,2497797.2844427526,2497797.2844427526,19.999999999999993,0
ACTIVSg500_real,paper,0.4,45,7750.66,7750.66,0.0,6200.528,2477256.4603880565,2477256.4603880565,19.999999999999993,0
ACTIVSg500_real,paper,0.4,46,7750.66,7750.66,0.0,6200.528000000001,2498891.026671715,2498891.026671715,19.999999999999982,0
ACTIVSg500_real,paper,0.4,47,7750.66,7750.66,0.0,6200.528000000001,2470661.1481433082,2470661.1481433082,19.999999999999982,0
ACTIVSg500_real,paper,0.4,48,7750.66,7750.66,0.0,6200.528000000001,2500662.24639056,2500662.24639056,19.999999999999982,0
ACTIVSg500_real,paper,0.4,49,7750.66,7750.66,0.0,6200.527999999999,2497214.825164675,2497214.825164675,20.000000000000007,1
ACTIVSg500_real,paper,0.4,50,7750.66,7750.66,0.0,6200.528000000001,2500257.876400587,2500257.876400587,19.999999999999982,0
ACTIVSg500_real,paper,0.4,51,7750.66,7750.66,0.0,6200.528,2506010.57727133,2506010.57727133,19.999999999999993,0
ACTIVSg500_real,paper,0.4,52,7750.66,7750.66,0.0,6200.528,2495969.921243361,2495969.921243361,19.999999999999993,0
ACTIVSg500_real,paper,0.4,53,7750.66,7750.66,0.0,6200.528,2469190.0563864894,2469190.0563864894,19.999999999999993,0
ACTIVSg500_real,paper,0.4,54,7750.66,7750.66,0.0,6200.528,2502180.479767063,2502180.479767063,19.999999999999993,0
ACTIVSg500_real,paper,0.4,55,7750.66,7750.66,0.0,6200.528,2504510.8870905265,2504510.8870905265,19.999999999999993,0
ACTIVSg500_real,paper,0.4,56,7750.66,7750.66,0.0,6200.528,2483882.8730248823,2483882.8730248823,19.999999999999993,0
ACTIVSg500_real,paper,0.4,57,7750.66,7750.66,0.0,6200.528,2517018.9613928827,2517018.9613928827,19.999999999999993,0
ACTIVSg500_real,paper,0.4,58,7750.66,7750.66,0.0,6200.528000000001,2478796.4274698216,2478796.4274698216,19.999999999999982,0
ACTIVSg500_real,paper,0.4,59,7750.66,7750.66,0.0,6200.527999999999,2515018.8595214686,2515018.8595214686,20.000000000000007,1
ACTIVSg500_real,paper,0.4,60,7750.66,7750.66,0.0,6200.528,2468730.487942001,2468730.487942001,19.999999999999993,0
ACTIVSg500_real,paper,0.4,61,7750.66,7750.66,0.0,6200.528,2486681.9823431894,2486681.9823431894,19.999999999999993,0
ACTIVSg500_real,paper,0.4,62,7750.66,7750.66,0.0,6200.528,2508317.2985701463,2508317.2985701463,19.999999999999993,0
ACTIVSg500_real,paper,0.4,63,7750.66,7750.66,0.0,6200.528,2451963.8997317273,2451963.8997317273,19.999999999999993,0
ACTIVSg500_real,paper,0.4,64,7750.66,7750.66,0.0,6200.528,2471701.1675393367,2471701.1675393367,19.999999999999993,0
ACTIVSg500_real,paper,0.4,65,7750.66,7750.66,0.0,6200.528,2500263.9917103746,2500263.9917103746,19.999999999999993,0
ACTIVSg500_real,paper,0.4,66,7750.66,7750.66,0.0,6200.528,2488681.742269019,2488681.742269019,19.999999999999993,0
ACTIVSg500_real,paper,0.4,67,7750.66,7750.66,0.0,6200.528,2518868.82940083,2518868.82940083,19.999999999999993,0
ACTIVSg500_real,paper,0.4,68,7750.66,7750.66,0.0,6200.528,2500103.5755295036,2500103.5755295036,19.999999999999993,0
ACTIVSg500_real,paper,0.4,69,7750.66,7750.66,0.0,6200.527999999999,2507083.820971269,2507083.820971269,20.000000000000007,1
ACTIVSg500_real,paper,0.4,70,7750.66,7750.66,0.0,6200.528,2497152.6261958685,2497152.6261958685,19.999999999999993,0
ACTIVSg500_real,paper,0.4,71,7750.66,7750.66,0.0,6200.528,2500162.7622383093,2500162.7622383093,19.999999999999993,0
ACTIVSg500_real,paper,0.4,72,7750.66,7750.66,0.0,6200.528,2499052.1743039326,2499052.1743039326,19.999999999999993,0
ACTIVSg500_real,paper,0.4,73,7750.66,7750.66,0.0,6200.528,2476444.168034138,2476444.168034138,19.999999999999993,0
ACTIVSg500_real,paper,0.4,74,7750.66,7750.66,0.0,6200.528,2496953.403389915,2496953.403389915,19.999999999999993,0
ACTIVSg500_real,paper,0.4,75,7750.66,7750.66,0.0,6200.528,2485546.0115889227,2485546.0115889227,19.999999999999993,0
ACTIVSg500_real,paper,0.4,76,7750.66,7750.66,0.0,6200.528,2493468.579780369,2493468.579780369,19.999999999999993,0
ACTIVSg500_real,paper,0.4,77,7750.66,7750.66,0.0,6200.528,2491474.712474576,2491474.712474576,19.999999999999993,0
ACTIVSg500_real,paper,0.4,78,7750.66,7750.66,0.0,6200.528,2479919.2703968026,2479919.2703968026,19.999999999999993,0
ACTIVSg500_real,paper,0.4,79,7750.66,7750.66,0.0,6200.528,2473228.048257002,2473228.048257002,19.999999999999993,0
ACTIVSg500_real,paper,0.4,80,7750.66,7750.66,0.0,6200.528,2500088.929607261,2500088.929607261,19.999999999999993,0
ACTIVSg500_real,paper,0.4,81,7750.66,7750.66,0.0,6200.528,2490791.900572035,2490791.900572035,19.999999999999993,0
ACTIVSg500_real,paper,0.4,82,7750.66,7750.66,0.0,6200.528,2488135.353032759,2488135.353032759,19.999999999999993,0
ACTIVSg500_real,paper,0.4,83,7750.66,7750.66,0.0,6200.528,2504357.32381989,2504357.32381989,19.999999999999993,0
ACTIVSg500_real,paper,0.4,84,7750.66,7750.66,0.0,6200.528000000001,2472327.098218955,2472327.098218955,19.999999999999982,0
ACTIVSg500_real,paper,0.4,85,7750.66,7750.66,0.0,6200.528000000001,2498293.610316622,2498293.610316622,19.999999999999982,0
ACTIVSg500_real,paper,0.4,86,7750.66,7750.66,0.0,6200.528,2509841.1571100866,2509841.1571100866,19.999999999999993,0
ACTIVSg500_real,paper,0.4,87,7750.66,7750.66,0.0,6200.527999999998,2481649.84829794,2481649.84829794,20.000000000000018,1
ACTIVSg500_real,paper,0.4,88,7750.66,7750.66,0.0,6200.528,2476998.925110745,2476998.925110745,19.999999999999993,0
ACTIVSg500_real,paper,0.4,89,7750.66,7750.66,0.0,6200.528,2473439.649986206,2473439.649986206,19.999999999999993,0
ACTIVSg500_real,paper,0.4,90,7750.66,7750.66,0.0,6200.528,2506380.690786357,2506380.690786357,19.999999999999993,0
ACTIVSg500_real,paper,0.4,91,7750.66,7750.66,0.0,6200.528,2487579.5360053917,2487579.5360053917,19.999999999999993,0
ACTIVSg500_real,paper,0.4,92,7750.66,7750.66,0.0,6200.528,2502591.17811655,2502591.17811655,19.999999999999993,0
ACTIVSg500_real,paper,0.4,93,7750.66,7750.66,0.0,6200.528,2490427.421902584,2490427.421902584,19.999999999999993,0
ACTIVSg500_real,paper,0.4,94,7750.66,7750.66,0.0,6200.528000000001,2483300.2646148317,2483300.2646148317,19.999999999999982,0
ACTIVSg500_real,paper,0.4,95,7750.66,7750.66,0.0,6200.528,2497456.963107948,2497456.963107948,19.999999999999993,0
ACTIVSg500_real,paper,0.4,96,7750.66,7750.66,0.0,6200.528,2507999.229975361,2507999.229975361,19.999999999999993,0
ACTIVSg500_real,paper,0.4,97,7750.66,7750.66,0.0,6200.528,2503675.6306293877,2503675.6306293877,19.999999999999993,0
ACTIVSg500_real,paper,0.4,98,7750.66,7750.66,0.0,6200.528000000001,2490222.3665406588,2490222.3665406588,19.999999999999982,0
ACTIVSg500_real,paper,0.4,99,7750.66,7750.66,0.0,6200.527999999999,2495843.417927151,2495843.417927151,20.000000000000007,1
ACTIVSg500_real,paper,0.6,0,7750.66,7750.66,0.0,6200.528,2474520.698384143,2474520.698384143,19.999999999999993,0
ACTIVSg500_real,paper,0.6,1,7750.66,7750.66,0.0,6200.528,2460535.8259555255,2460535.8259555255,19.999999999999993,0
ACTIVSg500_real,paper,0.6,2,7750.66,7750.66,0.0,6200.528,2468540.2385798967,2468540.2385798967,19.999999999999993,0
ACTIVSg500_real,paper,0.6,3,7750.66,7750.66,0.0,6200.528,2465429.8016497944,2465429.8016497944,19.999999999999993,0
ACTIVSg500_real,paper,0.6,4,7750.66,7750.66,0.0,6200.528,2480496.8086725096,2480496.8086725096,19.999999999999993,0
